Pay Date,Employee Id,Employee Name,Gross Pay,Commission Bonus,Federal Withholding,State Withholding,Fica,401K Employee,Health Premium Employee,Net Pay
2025-10-15,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,435.42,485.0,5728.39
2025-10-31,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,435.42,0,6213.39
2025-10-15,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,0.0,142.5,5997.31
2025-10-31,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,402.08,485.0,5252.73
2025-10-15,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,110.0,142.5,1147.25
2025-10-31,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,0.0,142.5,1257.25
2025-11-15,E001,Betty Rodriguez,5458.33,0,873.33,0.0,417.56,163.75,142.5,3861.19
2025-11-30,E001,Betty Rodriguez,5458.33,3033,873.33,0.0,417.56,272.92,485.0,6442.52
2025-11-15,E002,Nancy Scott,4083.33,0,653.33,0.0,312.37,0.0,142.5,2975.13
2025-11-30,E002,Nancy Scott,4083.33,2429,653.33,0.0,312.37,204.17,142.5,5199.96
2025-11-15,E003,Matthew Choi,5416.67,0,866.67,0.0,414.38,325.0,310.0,3500.62
2025-11-30,E003,Matthew Choi,5416.67,2579,866.67,0.0,414.38,0.0,142.5,6572.12
2025-11-15,E004,Priya Martinez,2875.0,0,460.0,0.0,219.94,143.75,310.0,1741.31
11/30/25,E004,Priya Martinez,2875.0,2106,460.0,0.0,219.94,86.25,310.0,3904.81
11/15/25,E005,Priya Garcia,5625.0,0,900.0,0.0,430.31,281.25,485.0,3528.44
2025-11-30,E005,Priya Garcia,5625.0,2419,900.0,0.0,430.31,0.0,142.5,6571.19
2025-11-15,E006,Elena Jackson,2750.0,0,440.0,0.0,210.38,165.0,310.0,1624.62
2025-11-30,E006,Elena Jackson,2750.0,0,440.0,0.0,210.38,82.5,0,2017.12
2025-11-15,E007,Ashley Wilson,2833.33,0,453.33,0.0,216.75,0.0,0,2163.25
2025-11-30,E007,Ashley Wilson,2833.33,0,453.33,0.0,216.75,141.67,0,2021.58
2025-11-15,E008,Jessica Schneider,3000.0,0,480.0,0.0,229.5,180.0,310.0,1800.5
2025-11-30,E008,Jessica Schneider,3000.0,0,480.0,0.0,229.5,90.0,485.0,1715.5
2025-11-15,E009,Matthew Jones,2208.33,0,353.33,0.0,168.94,0.0,0,1686.06
2025-11-30,E009 ,Matthew Jones,2208.33,0,353.33,0.0,168.94,66.25,142.5,1477.31
2025-11-15,E010,Nancy Fitzgerald,2833.33,0,453.33,0.0,216.75,85.0,485.0,1593.25
2025-11-30,E010,Nancy Fitzgerald,2833.33,0,453.33,0.0,216.75,85.0,0,2078.25
2025-11-15,E011,Sandra White,2333.33,0,373.33,0.0,178.5,70.0,0,1711.5
2025-11-30,E011,Sandra White,2333.33,0,373.33,0.0,178.5,116.67,310.0,1354.83
2025-11-15,E012,Patricia Thomas,4208.33,0,673.33,0.0,321.94,210.42,142.5,2860.14
2025-11-30,E012,Patricia Thomas,4208.33,0,673.33,0.0,321.94,210.42,485.0,2517.64
2025-11-15,E013,Sarah King,3125.0,0,500.0,0.0,239.06,0.0,142.5,2243.44
2025-11-30,E013,Sarah King,3125.0,0,500.0,0.0,239.06,0.0,142.5,2243.44
2025-11-15,E014,Carlos Harris,3250.0,0,520.0,0.0,248.62,0.0,310.0,2171.38
2025-11-30,E014,Carlos Harris,3250.0,0,520.0,0.0,248.62,97.5,310.0,2073.88
2025-11-15,E015,Susan Rodriguez,2583.33,0,413.33,0.0,197.62,155.0,485.0,1332.38
2025-11-30 ,E015,Susan Rodriguez,2583.33,0,413.33,0.0,197.62,0.0,485.0,1487.38
2025-11-15,E016,Robert Johnson,2500.0,0,400.0,0.0,191.25,150.0,310.0,1448.75
2025-11-30,E016,Robert Johnson,2500.0,0,400.0,0.0,191.25,150.0,0,1758.75
2025-11-15,E017,Priya Wilson,2708.33,0,433.33,0.0,207.19,81.25,310.0,1676.56
2025-11-30,E017,Priya Wilson,2708.33,0,433.33,0.0,207.19,135.42,142.5,1789.89
11/15/2025,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,435.42,485.0,5728.39
2025-11-30,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,522.5,0,6126.31
2025-11-15,E019 ,Luis Jones,8041.67,0,1286.67,0.0,615.19,482.5,310.0,5347.31
2025-11-30,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,0.0,310.0,5829.81
2025-11-15,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,0.0,0,1399.75
2025-11-30,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,0.0,310.0,1089.75
2025-12-15,E001,Betty Rodriguez,5458.33,0,873.33,0.0,417.56,327.5,0,3839.94
2025-12-31,E001,Betty Rodriguez,5458.33,3072,873.33,0.0,417.56,327.5,310.0,6601.94
2025-12-15,E002,Nancy Scott ,4083.33,0,653.33,0.0,312.37,122.5,485.0,2510.13
2025-12-31,E002,Nancy Scott,4083.33,3928,653.33,0.0,312.37,122.5,142.5,6780.63
2025-12-15,E003,Matthew Choi,5416.67,0,866.67,0.0,414.38,270.83,142.5,3722.29
2025-12-31,E003,Matthew Choi,5416.67,3432,866.67,0.0,414.38,162.5,142.5,7262.62
2025-12-15,E004 ,Priya Martinez,2875.0,0,460.0,0.0,219.94,86.25,310.0,1798.81
2025-12-31,E004,Priya Martinez,2875.0,2353,460.0,0.0,219.94,0.0,310.0,4238.06
2025-12-15,E005,Priya Garcia,5625.0,0,900.0,0.0,430.31,168.75,485.0,3640.94
2025-12-31,E005,Priya Garcia,5625.0,792,900.0,0.0,430.31,0.0,142.5,4944.19
2025-12-15,E006,Elena Jackson,2750.0,0,440.0,0.0,210.38,0.0,0,2099.62
2025-12-31,E006,Elena Jackson,2750.0,0,440.0,0.0,210.38,82.5,142.5,1874.62
2025-12-15,E007,Ashley Wilson,2833.33,0,453.33,0.0,216.75,0.0,310.0,1853.25
2025-12-31,E007,Ashley Wilson,2833.33,0,453.33,0.0,216.75,0.0,142.5,2020.75
2025-12-15,E008,Jessica Schneider,3000.0,0,480.0,0.0,229.5,180.0,310.0,1800.5
2025-12-31,E008,Jessica Schneider,3000.0,0,480.0,0.0,229.5,150.0,485.0,1655.5
2025-12-15,E009,Matthew Jones,2208.33,0,353.33,0.0,168.94,0.0,0,1686.06
2025-12-31,E009,Matthew Jones,2208.33,0,353.33,0.0,168.94,0.0,0,1686.06
12/15/2025,E010,Nancy Fitzgerald,2833.33,0,453.33,0.0,216.75,0.0,310.0,1853.25
12/31/25,E010,Nancy Fitzgerald,2833.33,0,453.33,0.0,216.75,0.0,485.0,1678.25
2025-12-15,E011,Sandra White,2333.33,0,373.33,0.0,178.5,70.0,485.0,1226.5
2025-12-31,E011,Sandra White,2333.33,0,373.33,0.0,178.5,140.0,485.0,1156.5
"Dec 15, 2025",E012,Patricia Thomas,4208.33,0,673.33,0.0,321.94,0.0,485.0,2728.06
2025-12-31,E012,Patricia Thomas,4208.33,0,673.33,0.0,321.94,210.42,0,3002.64
2025-12-15,E013,Sarah King,3125.0,0,500.0,0.0,239.06,187.5,310.0,1888.44
2025-12-31,E013,Sarah King,3125.0,0,500.0,0.0,239.06,0.0,485.0,1900.94
2025-12-15,E014,Carlos Harris,3250.0,0,520.0,0.0,248.62,162.5,0,2318.88
2025-12-31,E014,Carlos Harris,3250.0,0,520.0,0.0,248.62,162.5,485.0,1833.88
2025-12-15,E015,Susan Rodriguez,2583.33,0,413.33,0.0,197.62,0.0,142.5,1829.88
12/31/2025,E015,Susan Rodriguez,2583.33,0,413.33,0.0,197.62,77.5,142.5,1752.38
2025-12-15,E016,Robert Johnson,2500.0,0,400.0,0.0,191.25,0.0,142.5,1766.25
2025-12-31,E016,Robert Johnson,2500.0,0,400.0,0.0,191.25,75.0,485.0,1348.75
2025-12-15,E017,Priya Wilson,2708.33,0,433.33,0.0,207.19,81.25,0,1986.56
2025-12-31,E017,Priya Wilson,2708.33,0,433.33,0.0,207.19,81.25,485.0,1501.56
2025-12-15,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,522.5,142.5,5983.81
2025-12-31,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,0.0,0,6648.81
2025-12-15,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,402.08,0,5737.73
2025-12-31,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,0.0,0,6139.81
2025-12-15,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,110.0,310.0,979.75
2025-12-31,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,91.67,310.0,998.08
2026-01-15,E001,Betty Rodriguez,5458.33,0,873.33,0.0,417.56,272.92,310.0,3584.52
2026-01-31,E001,Betty Rodriguez,5458.33,3779,873.33,0.0,417.56,327.5,485.0,7133.94
2026-01-15,E002,Nancy Scott,4083.33,0,653.33,0.0,312.37,0.0,0,3117.63
2026-01-31,E002,Nancy Scott,4083.33,3573,653.33,0.0,312.37,245.0,310.0,6135.63
2026-01-15,E003,Matthew Choi,5416.67,0,866.67,0.0,414.38,325.0,0,3810.62
2026-01-31,E003,Matthew Choi,5416.67,2127,866.67,0.0,414.38,0.0,142.5,6120.12
01/15/26,E004,Priya Martinez,2875.0,0,460.0,0.0,219.94,86.25,310.0,1798.81
2026-01-31,E004,Priya Martinez,2875.0,1544,460.0,0.0,219.94,86.25,310.0,3342.81
"Jan 15, 2026",E005,Priya Garcia,5625.0,0,900.0,0.0,430.31,337.5,485.0,3472.19
2026-01-31,E005,Priya Garcia,5625.0,475,900.0,0.0,430.31,168.75,142.5,4458.44
2026-01-15,E006,Elena Jackson,2750.0,0,440.0,0.0,210.38,0.0,485.0,1614.62
2026-01-31,E006,Elena Jackson,2750.0,0,440.0,0.0,210.38,165.0,0,1934.62
2026-01-15,E007,Ashley Wilson,2833.33,0,453.33,0.0,216.75,170.0,0,1993.25
2026-01-31,E007,Ashley Wilson,2833.33,0,453.33,0.0,216.75,85.0,0,2078.25
2026-01-15,E008,Jessica Schneider,3000.0,0,480.0,0.0,229.5,90.0,142.5,2058.0
2026-01-31,E008,Jessica Schneider,3000.0,0,480.0,0.0,229.5,150.0,485.0,1655.5
2026-01-15,E009,Matthew Jones,2208.33,0,353.33,0.0,168.94,110.42,142.5,1433.14
2026-01-31,E009 ,Matthew Jones,2208.33,0,353.33,0.0,168.94,0.0,0,1686.06
2026-01-15,E010,Nancy Fitzgerald,2833.33,0,453.33,0.0,216.75,85.0,310.0,1768.25
2026-01-31,E010,Nancy Fitzgerald,2833.33,0,453.33,0.0,216.75,85.0,142.5,1935.75
2026-01-15 ,E011,Sandra White,2333.33,0,373.33,0.0,178.5,70.0,485.0,1226.5
2026-01-31,E011,Sandra White,2333.33,0,373.33,0.0,178.5,70.0,485.0,1226.5
2026-01-15,E012,Patricia Thomas,4208.33,0,673.33,0.0,321.94,126.25,310.0,2776.81
2026-01-31,E012,Patricia Thomas,4208.33,0,673.33,0.0,321.94,0.0,0,3213.06
15-Jan-2026,E013,Sarah King,3125.0,0,500.0,0.0,239.06,156.25,0,2229.69
2026-01-31,E013,Sarah King,3125.0,0,500.0,0.0,239.06,156.25,485.0,1744.69
2026-01-15,E014,Carlos Harris,3250.0,0,520.0,0.0,248.62,195.0,310.0,1976.38
2026-01-31,E014,Carlos Harris,3250.0,0,520.0,0.0,248.62,0.0,485.0,1996.38
2026-01-15,E015,Susan Rodriguez,2583.33,0,413.33,0.0,197.62,129.17,485.0,1358.21
2026-01-31,E015,Susan Rodriguez,2583.33,0,413.33,0.0,197.62,77.5,485.0,1409.88
2026-01-15,E016,Robert Johnson,2500.0,0,400.0,0.0,191.25,125.0,310.0,1473.75
2026-01-31,E016 ,Robert Johnson,2500.0,0,400.0,0.0,191.25,150.0,0,1758.75
2026-01-15,E017,Priya Wilson,2708.33,0,433.33,0.0,207.19,0.0,0,2067.81
2026-01-31,E017,Priya Wilson,2708.33,0,433.33,0.0,207.19,135.42,0,1932.39
2026-01-15,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,261.25,142.5,6245.06
2026-01-31,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,261.25,142.5,6245.06
2026-01-15,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,482.5,142.5,5514.81
2026-01-31,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,402.08,142.5,5595.23
2026-01-15,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,110.0,310.0,979.75
2026-01-31,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,110.0,485.0,804.75
"Feb 15, 2026",E001,Betty Rodriguez,5458.33,0,873.33,0.0,417.56,0.0,0,4167.44
2026-02-28,E001,Betty Rodriguez,5458.33,2390,873.33,0.0,417.56,272.92,142.5,6142.02
2026-02-15,E002,Nancy Scott,4083.33,0,653.33,0.0,312.37,204.17,142.5,2770.96
2026-02-28,E002 ,Nancy Scott,4083.33,821,653.33,0.0,312.37,245.0,0,3693.63
2026-02-15,E003,Matthew Choi,5416.67,0,866.67,0.0,414.38,270.83,142.5,3722.29
2026-02-28,E003,Matthew Choi,5416.67,1523,866.67,0.0,414.38,0.0,310.0,5348.62
2026-02-15,E004,Priya Martinez,2875.0,0,460.0,0.0,219.94,172.5,310.0,1712.56
2026-02-28,E004,Priya Martinez,2875.0,3571,460.0,0.0,219.94,86.25,0,5679.81
2026-02-15,E005,Priya Garcia,5625.0,0,900.0,0.0,430.31,337.5,142.5,3814.69
2026-02-28,E005,Priya Garcia,5625.0,1074,900.0,0.0,430.31,0.0,485.0,4883.69
2026-02-15,E006,Elena Jackson,2750.0,0,440.0,0.0,210.38,82.5,142.5,1874.62
2026-02-28,E006,Elena Jackson,2750.0,0,440.0,0.0,210.38,165.0,142.5,1792.12
2026-02-15,E007,Ashley Wilson,2833.33,0,453.33,0.0,216.75,85.0,142.5,1935.75
2026-02-28,E007,Ashley Wilson,2833.33,0,453.33,0.0,216.75,170.0,485.0,1508.25
2026-02-15,E008,Jessica Schneider,3000.0,0,480.0,0.0,229.5,180.0,142.5,1968.0
2026-02-28,E008,Jessica Schneider,3000.0,0,480.0,0.0,229.5,150.0,310.0,1830.5
2026-02-15,E009,Matthew Jones,2208.33,0,353.33,0.0,168.94,110.42,142.5,1433.14
2026-02-28,E009,Matthew Jones,2208.33,0,353.33,0.0,168.94,132.5,0,1553.56
2026-02-15,E010,Nancy Fitzgerald,2833.33,0,453.33,0.0,216.75,141.67,142.5,1879.08
2026-02-28,E010,Nancy Fitzgerald,2833.33,0,453.33,0.0,216.75,85.0,310.0,1768.25
2026-02-15,E011,Sandra White,2333.33,0,373.33,0.0,178.5,140.0,0,1641.5
2026-02-28,E011,Sandra White,2333.33,0,373.33,0.0,178.5,70.0,310.0,1401.5
15-Feb-2026,E012,Patricia Thomas,4208.33,0,673.33,0.0,321.94,126.25,0,3086.81
2026-02-28,E012,Patricia Thomas,4208.33,0,673.33,0.0,321.94,0.0,310.0,2903.06
2026-02-15,E013,Sarah King,3125.0,0,500.0,0.0,239.06,93.75,310.0,1982.19
2026-02-28,E013,Sarah King,3125.0,0,500.0,0.0,239.06,156.25,310.0,1919.69
2026-02-15,E014,Carlos Harris,3250.0,0,520.0,0.0,248.62,195.0,0,2286.38
2026-02-28,E014,Carlos Harris,3250.0,0,520.0,0.0,248.62,97.5,0,2383.88
2026-02-15,E015,Susan Rodriguez,2583.33,0,413.33,0.0,197.62,155.0,485.0,1332.38
2026-02-28,E015,Susan Rodriguez,2583.33,0,413.33,0.0,197.62,155.0,310.0,1507.38
2026-02-15,E016,Robert Johnson,2500.0,0,400.0,0.0,191.25,150.0,0,1758.75
2026-02-28,E016,Robert Johnson,2500.0,0,400.0,0.0,191.25,0.0,485.0,1423.75
2026-02-15,E017,Priya Wilson,2708.33,0,433.33,0.0,207.19,162.5,0,1905.31
2026-02-28,E017,Priya Wilson,2708.33,0,433.33,0.0,207.19,81.25,0,1986.56
2026-02-15,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,0.0,0,6648.81
2026-02-28,E018,Susan Fitzgerald ,8708.33,0,1393.33,0.0,666.19,435.42,310.0,5903.39
2026-02-15,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,241.25,142.5,5756.06
2026-02-28,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,241.25,310.0,5588.56
2026-02-15,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,91.67,142.5,1165.58
2026-02-28,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,0.0,485.0,914.75
2026-03-15,E001,Betty Rodriguez,5458.33,0,873.33,0.0,417.56,272.92,310.0,3584.52
2026-03-31,E001,Betty Rodriguez,5458.33,568,873.33,0.0,417.56,0.0,0,4735.44
03/15/26,E002 ,Nancy Scott,4083.33,0,653.33,0.0,312.37,0.0,485.0,2632.63
2026-03-31,E002,Nancy Scott,4083.33,3062,653.33,0.0,312.37,245.0,0,5934.63
2026-03-15,E003,Matthew Choi,5416.67,0,866.67,0.0,414.38,325.0,0,3810.62
2026-03-31,E003,Matthew Choi,5416.67,3384,866.67,0.0,414.38,270.83,310.0,6938.79
2026-03-15,E004,Priya Martinez,2875.0,0,460.0,0.0,219.94,172.5,485.0,1537.56
2026-03-31,E004,Priya Martinez,2875.0,2862,460.0,0.0,219.94,143.75,0,4913.31
2026-03-15,E005,Priya Garcia,5625.0,0,900.0,0.0,430.31,337.5,0,3957.19
2026-03-31,E005,Priya Garcia,5625.0,3368,900.0,0.0,430.31,168.75,310.0,7183.94
2026-03-15,E006,Elena Jackson,2750.0,0,440.0,0.0,210.38,137.5,142.5,1819.62
2026-03-31,E006,Elena Jackson,2750.0,0,440.0,0.0,210.38,82.5,142.5,1874.62
2026-03-15,E007,Ashley Wilson,2833.33,0,453.33,0.0,216.75,85.0,485.0,1593.25
2026-03-31,E007,Ashley Wilson,2833.33,0,453.33,0.0,216.75,141.67,142.5,1879.08
"Mar 15, 2026",E008,Jessica Schneider,3000.0,0,480.0,0.0,229.5,0.0,142.5,2148.0
2026-03-31,E008,Jessica Schneider,3000.0,0,480.0,0.0,229.5,180.0,0,2110.5
2026-03-15,E009,Matthew Jones,2208.33,0,353.33,0.0,168.94,0.0,142.5,1543.56
2026-03-31,E009,Matthew Jones,2208.33,0,353.33,0.0,168.94,132.5,0,1553.56
03/15/26,E010,Nancy Fitzgerald,2833.33,0,453.33,0.0,216.75,170.0,0,1993.25
2026-03-31,E010,Nancy Fitzgerald,2833.33,0,453.33,0.0,216.75,141.67,0,2021.58
2026-03-15,E011,Sandra White,2333.33,0,373.33,0.0,178.5,70.0,485.0,1226.5
2026-03-31,E011,Sandra White,2333.33,0,373.33,0.0,178.5,0.0,0,1781.5
2026-03-15,E012,Patricia Thomas,4208.33,0,673.33,0.0,321.94,126.25,142.5,2944.31
2026-03-31,E012,Patricia Thomas,4208.33,0,673.33,0.0,321.94,126.25,0,3086.81
2026-03-15,E013,Sarah King,3125.0,0,500.0,0.0,239.06,156.25,142.5,2087.19
2026-03-31,E013,Sarah King,3125.0,0,500.0,0.0,239.06,187.5,310.0,1888.44
2026-03-15,E014,Carlos Harris,3250.0,0,520.0,0.0,248.62,162.5,0,2318.88
"Mar 31, 2026",E014,Carlos Harris,3250.0,0,520.0,0.0,248.62,97.5,0,2383.88
2026-03-15,E015,Susan Rodriguez,2583.33,0,413.33,0.0,197.62,155.0,485.0,1332.38
2026-03-31,E015,Susan Rodriguez,2583.33,0,413.33,0.0,197.62,129.17,310.0,1533.21
2026-03-15,E016,Robert Johnson,2500.0,0,400.0,0.0,191.25,0.0,310.0,1598.75
2026-03-31,E016,Robert Johnson,2500.0,0,400.0,0.0,191.25,0.0,142.5,1766.25
2026-03-15,E017,Priya Wilson,2708.33,0,433.33,0.0,207.19,0.0,310.0,1757.81
2026-03-31,E017,Priya Wilson,2708.33,0,433.33,0.0,207.19,0.0,0,2067.81
2026-03-15,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,261.25,142.5,6245.06
2026-03-31,E018,Susan Fitzgerald,8708.33,0,1393.33,0.0,666.19,0.0,310.0,6338.81
2026-03-15,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,402.08,485.0,5252.73
2026-03-31,E019,Luis Jones,8041.67,0,1286.67,0.0,615.19,482.5,485.0,5172.31
2026-03-15 ,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,55.0,0,1344.75
2026-03-31,E020,Ashley Fitzgerald,1833.33,0,293.33,0.0,140.25,0.0,0,1399.75
