pay_date,employee_id,employee_name,gross_pay,commission_bonus,federal_withholding,state_withholding,fica,401k_employee,health_premium_employee,net_pay
2025-11-30,E020,Emily Scott,3625.0,0,580.0,163.12,277.31,0.0,485.0,2119.57
2025-11-15,E021,Matthew Jones,4083.33,0,653.33,183.75,312.37,204.17,485.0,2244.71
2025-11-30,E021,Matthew Jones,4083.33,0,653.33,183.75,312.37,204.17,485.0,2244.71
2025-11-15,E022,Daniel Delgado,3166.67,0,506.67,142.5,242.25,190.0,0,2085.25
2025-11-30,E022,Daniel Delgado,3166.67,0,506.67,142.5,242.25,190.0,310.0,1775.25
2025-11-15,E023,Carlos Smith,2583.33,0,413.33,116.25,197.62,129.17,142.5,1584.46
2025-11-30,E023,Carlos Smith,2583.33,0,413.33,116.25,197.62,155.0,142.5,1558.63
2025-11-15,E024,Luis Harris,2666.67,0,426.67,120.0,204.0,160.0,485.0,1271.0
2025-11-30,E024,Luis Harris,2666.67,0,426.67,120.0,204.0,160.0,310.0,1446.0
2025-11-15,E025,Matthew Choi,2000.0,0,320.0,90.0,153.0,0.0,142.5,1294.5
2025-11-30,E025,Matthew Choi,2000.0,0,320.0,90.0,153.0,60.0,0,1377.0
2025-11-15,E026,James Hernandez,2833.33,0,453.33,127.5,216.75,0.0,0,2035.75
2025-11-30,E026,James Hernandez,2833.33,0,453.33,127.5,216.75,0.0,142.5,1893.25
2025-11-15,E027,Jennifer Young,2666.67,0,426.67,120.0,204.0,0.0,142.5,1773.5
2025-11-30,E027,Jennifer Young,2666.67,0,426.67,120.0,204.0,133.33,310.0,1472.67
2025-11-15,E028,Elena Lee,8666.67,0,1386.67,390.0,663.0,0.0,0,6227.0
2025-11-30,E028,Elena Lee,8666.67,0,1386.67,390.0,663.0,520.0,485.0,5222.0
2025-11-15,E029,Lisa Okafor,6541.67,0,1046.67,294.38,500.44,0.0,310.0,4390.18
2025-11-30,E029,Lisa Okafor,6541.67,0,1046.67,294.38,500.44,0.0,485.0,4215.18
2025-11-15,E030,Jessica Young,2916.67,0,466.67,131.25,223.13,0.0,485.0,1610.62
2025-11-30,E030,Jessica Young,2916.67,0,466.67,131.25,223.13,0.0,142.5,1953.12
2025-11-15,E031,Brian Wilson,1750.0,0,280.0,78.75,133.88,105.0,485.0,667.37
2025-11-30,E031,Brian Wilson,1750.0,0,280.0,78.75,133.88,0.0,0,1257.37
2025-12-15,E001,Mark Walker,3541.67,0,566.67,159.38,270.94,106.25,310.0,2128.43
2025-12-31,E001,Mark Walker,3541.67,447,566.67,159.38,270.94,177.08,0,2814.6
2025-12-15,E002,Karen Delgado,3833.33,0,613.33,172.5,293.25,191.67,142.5,2420.08
2025-12-31,E002,Karen Delgado,3833.33,2994,613.33,172.5,293.25,115.0,485.0,5148.25
2025-12-15,E003,Joseph Garcia,4208.33,0,673.33,189.37,321.94,210.42,0,2813.27
2025-12-31,E003,Joseph Garcia,4208.33,1096,673.33,189.37,321.94,210.42,310.0,3599.27
2025-12-15,E004,Susan Rodriguez,4333.33,0,693.33,195.0,331.5,0.0,0,3113.5
2025-12-31,E004,Susan Rodriguez,4333.33,1965,693.33,195.0,331.5,216.67,485.0,4376.83
2025-12-15,E005,Hiro Wright,3333.33,0,533.33,150.0,255.0,166.67,485.0,1743.33
2025-12-31,E005,Hiro Wright,3333.33,1102,533.33,150.0,255.0,0.0,485.0,3012.0
2025-12-15,E006,Betty Delgado,3708.33,0,593.33,166.87,283.69,185.42,485.0,1994.02
2025-12-31,E006,Betty Delgado,3708.33,1050,593.33,166.87,283.69,0.0,485.0,3229.44
2025-12-15,E007,Omar Clark,2916.67,0,466.67,131.25,223.13,145.83,310.0,1639.79
2025-12-31,E007,Omar Clark,2916.67,826,466.67,131.25,223.13,175.0,142.5,2604.12
2025-12-15,E008,Donna Robinson,4208.33,0,673.33,189.37,321.94,210.42,310.0,2503.27
2025-12-31,E008,Donna Robinson,4208.33,1361,673.33,189.37,321.94,252.5,485.0,3647.19
2025-12-15,E009,Robert Miller,2708.33,0,433.33,121.87,207.19,0.0,0,1945.94
2025-12-31,E009,Robert Miller,2708.33,0,433.33,121.87,207.19,135.42,142.5,1668.02
2025-12-15,E010,Karen Clark,2958.33,0,473.33,133.12,226.31,147.92,310.0,1667.65
2025-12-31,E010,Karen Clark,2958.33,0,473.33,133.12,226.31,177.5,0,1948.07
2025-12-15,E011,Mark Miller,2708.33,0,433.33,121.87,207.19,162.5,142.5,1640.94
2025-12-31,E011,Mark Miller,2708.33,0,433.33,121.87,207.19,0.0,0,1945.94
2025-12-15,E012,Jennifer Kowalski,2666.67,0,426.67,120.0,204.0,133.33,0,1782.67
2025-12-31,E012,Jennifer Kowalski,2666.67,0,426.67,120.0,204.0,0.0,0,1916.0
2025-12-15,E013,Thomas Walker,2666.67,0,426.67,120.0,204.0,80.0,0,1836.0
2025-12-31,E013,Thomas Walker,2666.67,0,426.67,120.0,204.0,80.0,485.0,1351.0
2025-12-15,E014,Linda Thompson,2208.33,0,353.33,99.37,168.94,66.25,310.0,1210.44
2025-12-31,E014,Linda Thompson,2208.33,0,353.33,99.37,168.94,132.5,310.0,1144.19
2025-12-15,E015,Mark Anderson,3250.0,0,520.0,146.25,248.62,0.0,142.5,2192.63
2025-12-31,E015,Mark Anderson,3250.0,0,520.0,146.25,248.62,162.5,0,2172.63
2025-12-15,E016,Sarah Hernandez,2625.0,0,420.0,118.12,200.81,78.75,310.0,1497.32
2025-12-31,E016,Sarah Hernandez,2625.0,0,420.0,118.12,200.81,157.5,142.5,1586.07
2025-12-15,E017,Michael Delgado,2500.0,0,400.0,112.5,191.25,75.0,485.0,1236.25
2025-12-31,E017,Michael Delgado,2500.0,0,400.0,112.5,191.25,150.0,0,1646.25
2025-12-15,E018,Carlos Nakamura,3083.33,0,493.33,138.75,235.87,92.5,485.0,1637.88
2025-12-31,E018,Carlos Nakamura,3083.33,0,493.33,138.75,235.87,154.17,142.5,1918.71
2025-12-15,E019,Emily Hernandez,3333.33,0,533.33,150.0,255.0,0.0,485.0,1910.0
2025-12-31,E019,Emily Hernandez,3333.33,0,533.33,150.0,255.0,100.0,485.0,1810.0
2025-12-15,E020,Emily Scott,3625.0,0,580.0,163.12,277.31,108.75,142.5,2353.32
2025-12-31,E020,Emily Scott,3625.0,0,580.0,163.12,277.31,108.75,310.0,2185.82
2025-12-15,E021,Matthew Jones,4083.33,0,653.33,183.75,312.37,204.17,0,2729.71
2025-12-31,E021,Matthew Jones,4083.33,0,653.33,183.75,312.37,0.0,0,2933.88
2025-12-15,E022,Daniel Delgado,3166.67,0,506.67,142.5,242.25,190.0,310.0,1775.25
2025-12-31,E022,Daniel Delgado,3166.67,0,506.67,142.5,242.25,158.33,310.0,1806.92
2025-12-15,E023,Carlos Smith,2583.33,0,413.33,116.25,197.62,129.17,485.0,1241.96
2025-12-31,E023,Carlos Smith,2583.33,0,413.33,116.25,197.62,155.0,0,1701.13
2025-12-15,E024,Luis Harris,2666.67,0,426.67,120.0,204.0,80.0,485.0,1351.0
2025-12-31,E024,Luis Harris,2666.67,0,426.67,120.0,204.0,160.0,142.5,1613.5
2025-12-15,E025,Matthew Choi,2000.0,0,320.0,90.0,153.0,0.0,0,1437.0
2025-12-31,E025,Matthew Choi,2000.0,0,320.0,90.0,153.0,60.0,0,1377.0
2025-12-15,E026,James Hernandez,2833.33,0,453.33,127.5,216.75,85.0,485.0,1465.75
2025-12-31,E026,James Hernandez,2833.33,0,453.33,127.5,216.75,0.0,142.5,1893.25
2025-12-15,E027,Jennifer Young,2666.67,0,426.67,120.0,204.0,133.33,310.0,1472.67
2025-12-31,E027,Jennifer Young,2666.67,0,426.67,120.0,204.0,133.33,310.0,1472.67
2025-12-15,E028,Elena Lee,8666.67,0,1386.67,390.0,663.0,433.33,310.0,5483.67
2025-12-31,E028,Elena Lee,8666.67,0,1386.67,390.0,663.0,260.0,142.5,5824.5
2025-12-15,E029,Lisa Okafor,6541.67,0,1046.67,294.38,500.44,392.5,142.5,4165.18
2025-12-31,E029,Lisa Okafor,6541.67,0,1046.67,294.38,500.44,196.25,485.0,4018.93
2025-12-15,E030,Jessica Young,2916.67,0,466.67,131.25,223.13,87.5,0,2008.12
2025-12-31,E030,Jessica Young,2916.67,0,466.67,131.25,223.13,175.0,485.0,1435.62
2025-12-15,E031,Brian Wilson,1750.0,0,280.0,78.75,133.88,52.5,485.0,719.87
2025-12-31,E031,Brian Wilson,1750.0,0,280.0,78.75,133.88,87.5,310.0,859.87
2026-01-15,E001,Mark Walker,3541.67,0,566.67,159.38,270.94,212.5,142.5,2189.68
2026-01-31,E001,Mark Walker,3541.67,3474,566.67,159.38,270.94,106.25,142.5,5769.93
2026-01-15,E002,Karen Delgado,3833.33,0,613.33,172.5,293.25,230.0,142.5,2381.75
2026-01-31,E002,Karen Delgado,3833.33,3645,613.33,172.5,293.25,230.0,0,6169.25
2026-01-15,E003,Joseph Garcia,4208.33,0,673.33,189.37,321.94,210.42,142.5,2670.77
2026-01-31,E003,Joseph Garcia,4208.33,1544,673.33,189.37,321.94,210.42,485.0,3872.27
2026-01-15,E004,Susan Rodriguez,4333.33,0,693.33,195.0,331.5,0.0,485.0,2628.5
2026-01-31,E004,Susan Rodriguez,4333.33,3217,693.33,195.0,331.5,260.0,310.0,5760.5
2026-01-15,E005,Hiro Wright,3333.33,0,533.33,150.0,255.0,0.0,0,2395.0
2026-01-31,E005,Hiro Wright,3333.33,1043,533.33,150.0,255.0,100.0,0,3338.0
2026-01-15,E006,Betty Delgado,3708.33,0,593.33,166.87,283.69,185.42,142.5,2336.52
2026-01-31,E006,Betty Delgado,3708.33,1869,593.33,166.87,283.69,185.42,0,4348.02
2026-01-15,E007,Omar Clark,2916.67,0,466.67,131.25,223.13,145.83,310.0,1639.79
2026-01-31,E007,Omar Clark,2916.67,2770,466.67,131.25,223.13,175.0,485.0,4205.62
2026-01-15,E008,Donna Robinson,4208.33,0,673.33,189.37,321.94,210.42,142.5,2670.77
2026-01-31,E008,Donna Robinson,4208.33,2799,673.33,189.37,321.94,210.42,485.0,5127.27
2026-01-15,E009,Robert Miller,2708.33,0,433.33,121.87,207.19,0.0,310.0,1635.94
2026-01-31,E009,Robert Miller,2708.33,0,433.33,121.87,207.19,162.5,142.5,1640.94
2026-01-15,E010,Karen Clark,2958.33,0,473.33,133.12,226.31,147.92,142.5,1835.15
2026-01-31,E010,Karen Clark,2958.33,0,473.33,133.12,226.31,88.75,0,2036.82
2026-01-15,E011,Mark Miller,2708.33,0,433.33,121.87,207.19,162.5,485.0,1298.44
2026-01-31,E011,Mark Miller,2708.33,0,433.33,121.87,207.19,0.0,485.0,1460.94
2026-01-15,E012,Jennifer Kowalski,2666.67,0,426.67,120.0,204.0,160.0,0,1756.0
2026-01-31,E012,Jennifer Kowalski,2666.67,0,426.67,120.0,204.0,160.0,0,1756.0
2026-01-15,E013,Thomas Walker,2666.67,0,426.67,120.0,204.0,160.0,310.0,1446.0
2026-01-31,E013,Thomas Walker,2666.67,0,426.67,120.0,204.0,133.33,142.5,1640.17
2026-01-15,E014,Linda Thompson,2208.33,0,353.33,99.37,168.94,110.42,0,1476.27
2026-01-31,E014,Linda Thompson,2208.33,0,353.33,99.37,168.94,0.0,142.5,1444.19
2026-01-15,E015,Mark Anderson,3250.0,0,520.0,146.25,248.62,195.0,485.0,1655.13
2026-01-31,E015,Mark Anderson,3250.0,0,520.0,146.25,248.62,0.0,0,2335.13
2026-01-15,E016,Sarah Hernandez,2625.0,0,420.0,118.12,200.81,78.75,485.0,1322.32
2026-01-31,E016,Sarah Hernandez,2625.0,0,420.0,118.12,200.81,131.25,310.0,1444.82
2026-01-15,E017,Michael Delgado,2500.0,0,400.0,112.5,191.25,150.0,310.0,1336.25
2026-01-31,E017,Michael Delgado,2500.0,0,400.0,112.5,191.25,150.0,310.0,1336.25
2026-01-15,E018,Carlos Nakamura,3083.33,0,493.33,138.75,235.87,92.5,142.5,1980.38
2026-01-31,E018,Carlos Nakamura,3083.33,0,493.33,138.75,235.87,154.17,485.0,1576.21
2026-01-15,E019,Emily Hernandez,3333.33,0,533.33,150.0,255.0,200.0,485.0,1710.0
2026-01-31,E019,Emily Hernandez,3333.33,0,533.33,150.0,255.0,200.0,0,2195.0
2026-01-15,E020,Emily Scott,3625.0,0,580.0,163.12,277.31,108.75,142.5,2353.32
2026-01-31,E020,Emily Scott,3625.0,0,580.0,163.12,277.31,181.25,485.0,1938.32
2026-01-15,E021,Matthew Jones,4083.33,0,653.33,183.75,312.37,0.0,0,2933.88
2026-01-31,E021,Matthew Jones,4083.33,0,653.33,183.75,312.37,245.0,485.0,2203.88
2026-01-15,E022,Daniel Delgado,3166.67,0,506.67,142.5,242.25,0.0,142.5,2132.75
2026-01-31,E022,Daniel Delgado,3166.67,0,506.67,142.5,242.25,0.0,485.0,1790.25
2026-01-15,E023,Carlos Smith,2583.33,0,413.33,116.25,197.62,0.0,310.0,1546.13
2026-01-31,E023,Carlos Smith,2583.33,0,413.33,116.25,197.62,0.0,0,1856.13
2026-01-15,E024,Luis Harris,2666.67,0,426.67,120.0,204.0,80.0,142.5,1693.5
2026-01-31,E024,Luis Harris,2666.67,0,426.67,120.0,204.0,133.33,485.0,1297.67
2026-01-15,E025,Matthew Choi,2000.0,0,320.0,90.0,153.0,0.0,142.5,1294.5
2026-01-31,E025,Matthew Choi,2000.0,0,320.0,90.0,153.0,60.0,142.5,1234.5
2026-01-15,E026,James Hernandez,2833.33,0,453.33,127.5,216.75,85.0,142.5,1808.25
2026-01-31,E026,James Hernandez,2833.33,0,453.33,127.5,216.75,170.0,310.0,1555.75
2026-01-15,E027,Jennifer Young,2666.67,0,426.67,120.0,204.0,160.0,142.5,1613.5
2026-01-31,E027,Jennifer Young,2666.67,0,426.67,120.0,204.0,133.33,0,1782.67
2026-01-15,E028,Elena Lee,8666.67,0,1386.67,390.0,663.0,520.0,310.0,5397.0
2026-01-31,E028,Elena Lee,8666.67,0,1386.67,390.0,663.0,0.0,0,6227.0
2026-01-15,E029,Lisa Okafor,6541.67,0,1046.67,294.38,500.44,392.5,485.0,3822.68
2026-01-31,E029,Lisa Okafor,6541.67,0,1046.67,294.38,500.44,392.5,0,4307.68
2026-01-15,E030,Jessica Young,2916.67,0,466.67,131.25,223.13,145.83,310.0,1639.79
2026-01-31,E030,Jessica Young,2916.67,0,466.67,131.25,223.13,175.0,485.0,1435.62
2026-01-15,E031,Brian Wilson,1750.0,0,280.0,78.75,133.88,0.0,310.0,947.37
2026-01-31,E031,Brian Wilson,1750.0,0,280.0,78.75,133.88,0.0,142.5,1114.87
2026-02-15,E001,Mark Walker,3541.67,0,566.67,159.38,270.94,106.25,485.0,1953.43
2026-02-28,E001,Mark Walker,3541.67,2628,566.67,159.38,270.94,177.08,485.0,4510.6
2026-02-15,E002,Karen Delgado,3833.33,0,613.33,172.5,293.25,0.0,310.0,2444.25
2026-02-28,E002,Karen Delgado,3833.33,3768,613.33,172.5,293.25,115.0,0,6407.25
2026-02-15,E003,Joseph Garcia,4208.33,0,673.33,189.37,321.94,210.42,310.0,2503.27
2026-02-28,E003,Joseph Garcia,4208.33,2691,673.33,189.37,321.94,210.42,310.0,5194.27
2026-02-15,E004,Susan Rodriguez,4333.33,0,693.33,195.0,331.5,216.67,310.0,2586.83
2026-02-28,E004,Susan Rodriguez,4333.33,230,693.33,195.0,331.5,130.0,485.0,2728.5
2026-02-15,E005,Hiro Wright,3333.33,0,533.33,150.0,255.0,166.67,142.5,2085.83
2026-02-28,E005,Hiro Wright,3333.33,1345,533.33,150.0,255.0,200.0,485.0,3055.0
2026-02-15,E006,Betty Delgado,3708.33,0,593.33,166.87,283.69,185.42,310.0,2169.02
2026-02-28,E006,Betty Delgado,3708.33,3625,593.33,166.87,283.69,0.0,310.0,5979.44
2026-02-15,E007,Omar Clark,2916.67,0,466.67,131.25,223.13,87.5,0,2008.12
2026-02-28,E007,Omar Clark,2916.67,3176,466.67,131.25,223.13,175.0,485.0,4611.62
2026-02-15,E008,Donna Robinson,4208.33,0,673.33,189.37,321.94,0.0,310.0,2713.69
2026-02-28,E008,Donna Robinson,4208.33,894,673.33,189.37,321.94,126.25,310.0,3481.44
2026-02-15,E009,Robert Miller,2708.33,0,433.33,121.87,207.19,81.25,485.0,1379.69
2026-02-28,E009,Robert Miller,2708.33,0,433.33,121.87,207.19,0.0,0,1945.94
2026-02-15,E010,Karen Clark,2958.33,0,473.33,133.12,226.31,147.92,0,1977.65
2026-02-28,E010,Karen Clark,2958.33,0,473.33,133.12,226.31,147.92,310.0,1667.65
2026-02-15,E011,Mark Miller,2708.33,0,433.33,121.87,207.19,162.5,0,1783.44
2026-02-28,E011,Mark Miller,2708.33,0,433.33,121.87,207.19,81.25,310.0,1554.69
2026-02-15,E012,Jennifer Kowalski,2666.67,0,426.67,120.0,204.0,0.0,142.5,1773.5
2026-02-28,E012,Jennifer Kowalski,2666.67,0,426.67,120.0,204.0,160.0,485.0,1271.0
2026-02-15,E013,Thomas Walker,2666.67,0,426.67,120.0,204.0,80.0,0,1836.0
2026-02-28,E013,Thomas Walker,2666.67,0,426.67,120.0,204.0,133.33,0,1782.67
2026-02-15,E014,Linda Thompson,2208.33,0,353.33,99.37,168.94,132.5,0,1454.19
2026-02-28,E014,Linda Thompson,2208.33,0,353.33,99.37,168.94,66.25,0,1520.44
2026-02-15,E015,Mark Anderson,3250.0,0,520.0,146.25,248.62,195.0,142.5,1997.63
2026-02-28,E015,Mark Anderson,3250.0,0,520.0,146.25,248.62,0.0,485.0,1850.13
